Protein	PCV1	PCV2	PCV3	PCV4	PCV5	PCV6	PCV7	PCV8	PCV9	PCV10	PCV11	PCV12	PCV13	PCV14	PCV15	PCV16	PCV17	PCV18	PCV19	PCV20	PCV21	PCV22	PCV23	PCV24	PCV25	PCV26	PCV27	PCV28	PCV29	PCV30	PCV31	PCV32	PCV33	PCV34	PCV35	PCV36	PCV37	PCV38	PCV39	PCV40	PCV41	PCV42	PCV43	PCV44	PCV45	PCV46	PCV47	PCV48	PCV49	PCV50	PCV51	PCV52	PCV53	PCV54	PCV55	PCV56	PCV57	PCV58	PCV59	PCV60
Q66GS9	352760.3839	593640.0059	679076.1644	544721.465	381113.5002	345408.3232	525025.2496	723129.3189	285098.4741	607431.42	349618.0656	284919.7935	330926.5153	691812.0125	571700.4628	526064.4058	707373.816	154247.2997	1228150.245	590467.9922	985945.506	551871.9462	512438.5958	401558.4837	869446.4799	662395.6725	804122.8232	550362.5292	951761.234	781847.4551	401943.8736	586999.8306	773781.7806	543400.9227	584714.2347	413392.3356	311913.0468	696700.8995	445903.468	388765.2587	352992.7343	305549.6435	516780.9201	829265.1319	602756.601	552616.41	724778.79	618299.6148	991889.7453	663150.2002	1029837.753	1391260.171	1117093.397	1098216.886	1107061.399	979637.6585	847195.3392	798374.7372	764075.2819	963074.4921
Q66K74	188785.4826	214476.9491	210316.5522	364665.3843	205797.4741	280193.3491	355448.8106	297465.0577	242230.5219	301222.6233	236868.0551	271324.8467	156226.9199	392700.5931	345188.5451	215952.0909	274807.8826	185822.6119	328078.0711	309616.6688	286237.7253	253408.4197	307447.7068	256232.2768	262463.5475	248308.232	311399.3961	292260.5726	284108.8917	266979.3373	282314.2537	202931.3213	312944.1687	313365.8161	307598.2044	290188.617	288873.2529	240842.1123	308684.0368	308929.8523	153833.7041	227954.2273	281177.5016	370930.8494	405845.523	332268.7165	355144.4494	267092.8205	339396.2444	322922.3703	377131.4279	349101.0746	413870.8441	287393.7136	275984.8216	348987.9415	317876.4771	280136.9212	331810.9545	417864.9621
Q687X5	416672.2737	337835.1424	354164.808	383380.4495	333298.987	497861.2307	350585.173	431081.1963	337699.0772	461401.4394	440858.6874	350711.6169	295085.4925	535206.6435	448584.1015	358713.6156	398343.2794	360898.901	448202.9178	335599.8786	519413.4022	396492.5264	342079.2975	395540.6548	353324.8072	408074.205	504139.6144	367139.2188	367323.196	293937.0448	418873.6748	341890.1793	357720.7948	394702.7434	426770.1542	404642.132	306345.7408	310837.7194	311988.1449	360590.2081	179367.9722	278880.2029	305652.4671	386704.6247	387384.9386	408256.6736	438194.928	296585.2446	409637.4829	332665.1498	518940.3742	492141.5717	417445.4544	371953.0333	420026.6482	433956.8559	385225.7436	338544.6634	391266.9142	398551.3779
Q68CQ4	183191.8396	369733.7862	299256.8867	245720.6404	191931.1432	266733.5831	344992.6692	437484.1577	255423.922	289049.6438	354112.0364	296679.9958	419944.797	221799.9305	338788.5799	147838.1989	188437.0129	320107.904	233260.3253	448752.0905	319517.2097	156069.6546	188714.4894	274215.3528	291786.1343	222834.1552	425481.2475	221794.0372	297340.1602	216280.8225	142518.8303	308250.8903	295260.9401	208409.044	295870.6836	207769.1727	228658.6699	320399.6413	254915.9956	222476.9586	126830.959	242472.0311	370785.1463	191051.1078	289050.9303	160822.0267	165396.4068	271624.8342	218012.4031	405884.7454	249863.1357	225675.579	181914.3001	240021.3821	299371.7238	280095.9555	357987.712	266900.0636	296361.9566	276603.0773
Q68CZ2	973171.4377	777992.1802	850556.8449	1106131.106	689741.853	967807.5196	1012200.849	1116872.685	944047.3789	787686.9085	864994.9877	993248.2857	693868.5819	1275998.12	1181550.25	1006339.132	1042042.826	837352.2269	953079.7037	988624.6547	912249.9869	803758.3958	861090.8626	862790.655	800062.0949	835115.9763	1178290.725	726370.0938	748780.8688	780632.862	1015475.918	707130.3364	822060.1575	936092.5985	768989.6901	756571.8626	894000.8424	902130.1226	1007785.352	568368.2438	437322.4905	528526.2837	720086.6834	1060517.232	1043341.335	1052730.927	1053884.393	859164.7747	1014827.32	1060737.829	1074814.694	897843.9318	1185632.758	959298.0566	964800.8006	1027486.604	952082.2273	876221.721	917046.364	1071299.985
Q68E01	386087.3986	304929.5621	789168.1467	1582661.77	1258967.592	1640099.393	601462.0942	801360.5644	425744.137	1342358.198	1398575.178	1262548.36	289147.4229	1512254.49	680400.9259	963253.6566	765894.8722	335565.919	879738.3771	474243.0676	1097976.573	1568974.237	618927.7114	695062.041	1092448.343	1450007.067	940618.7551	1032024.017	1070354.273	818126.4233	441460.8388	260627.3997	720576.6316	1588268.825	1405218.154	1252686.015	470431.1324	624212.2646	341501.7892	1257049.767	498561.2693	889328.772	346272.2501	1289024.493	693748.733	796368.8417	547940.0591	296851.3512	686034.8563	428427.7067	795175.3243	1301284.329	703055.8986	522686.5543	1151666.261	1385313.01	803855.0007	1034614.471	1089235.993	1494691.932
Q68EM7	96491.18111	96100.54537	169502.4341	127662.1786	93584.20139	202385.7034	148544.4065	176754.7579	109949.634	136469.1568	204139.4347	177833.1178	90100.54581	177121.3981	188565.2518	94666.46714	172087.2299	97632.5721	182747.9534	252682.3473	200575.3701	135978.3016	127073.3127	179083.9802	151043.8475	194117.1033	287535.2945	164567.0335	202256.917	126819.471	60349.47094	102120.822	144430.443	132472.1635	101217.8299	100143.2478	105441.5573	49243.7786	88964.71792	124239.3074	33168.29311	75533.8718	117659.6367	103154.1506	89869.19245	52059.94575	60911.47841	66873.82242	149304.2768	181242.535	172778.2972	137550.3873	144464.7386	123730.416	183701.494	182046.4753	167338.6982	145820.3329	178121.6923	200351.3454
Q69YN2	242882.3251	204890.5582	312618.7972	348517.1377	297014.3886	383916.8348	259927.7487	321202.4224	213277.5656	312279.9036	359456.5416	302207.0638	251373.1683	392332.1208	323861.4653	233823.2567	232763.9561	209571.4026	272664.7062	261933.1648	330013.0765	274038.8516	169633.4129	235208.434	266314.741	328266.6026	328983.2368	263948.9915	295236.347	203946.0064	233144.0155	234197.9562	309738.9808	240248.8023	313165.7141	275396.2658	203167.901	198112.6348	206552.5948	234744.3843	131632.1105	212793.0086	249824.8793	341149.5344	293842.5455	215526.8078	212488.741	189384.6684	234765.6706	205450.0022	259724.3633	260034.0689	224461.3374	209271.1959	297389.5542	361282.4806	246558.0326	258115.254	281345.5108	317215.2301
Q69YQ0	170427.9448	192525.0641	218684.5409	189545.2762	228352.5978	265466.0086	204930.01	334685.4268	147795.7625	225252.9269	233213.4671	222029.44	165407.8594	336596.7516	243406.0244	161447.9243	192843.9643	166383.1998	182058.5072	229096.6164	250849.4674	215916.3999	163675.9611	185553.7412	192238.1094	199285.675	260529.6305	172707.2322	211844.173	172682.5406	144369.9509	139716.7309	190580.2098	195765.2905	245053.2904	230388.3346	157617.6321	168928.7198	172042.4623	134009.7617	102123.4965	152366.8425	192270.4086	207383.2061	188033.5006	239387.9622	203703.5192	195921.2453	198331.9836	227810.4045	204923.2425	186217.6074	179343.6185	174706.6672	192155.3576	284209.9894	258622.846	206791.771	247759.8043	261924.0428
Q6AWC2	287981.0385	264606.4225	280633.4345	274589.1071	289382.1155	350124.5652	215759.6358	243378.9757	216603.288	297560.3918	240323.291	281539.5947	241454.5272	354399.0735	369416.4761	278756.695	301849.754	303920.4271	276056.0716	255925.8666	292737.0713	276054.6204	254132.3121	290351.5388	253491.1989	272164.7909	285929.5269	223429.3627	288744.99	216619.5638	249913.8492	199026.1321	374944.3281	258046.4769	364147.3183	365477.885	214960.6579	405666.8686	401326.5674	235506.9156	275374.441	345008.4064	325169.5926	299428.1429	339110.7672	423488.4177	400567.5823	357454.6825	304261.2264	354415.1709	363808.4669	344776.7951	368691.0812	384420.8909	330480.9385	330902.3006	343952.4566	254057.7726	350302.4962	418246.8729
Q6DKJ4	38293.99275	29546.36192	57380.42031	38863.92169	43278.98912	63993.19151	33444.47888	47782.45763	51422.76274	69121.73939	45667.79536	39369.22718	48515.65936	51366.52211	59046.53022	40699.38495	40776.96847	31430.2747	53426.11271	24327.7633	47436.63141	54457.91517	41757.45881	43112.40472	43088.95257	39678.25586	55470.58545	40306.81805	34369.17635	29126.92164	26392.01307	33393.39412	54782.23196	42421.37763	35073.84238	44750.66842	30787.89154	37824.66887	34783.77783	55259.35857	29458.24502	32454.48796	42275.48526	64563.72647	30395.8341	50292.42323	65863.90814	45040.25939	40760.04891	45441.28994	59608.6805	69606.67955	50640.20483	41729.29735	27041.21187	42827.58831	58103.52739	38235.16084	63423.15313	45101.10889
Q6DKK2	126708.7069	170529.7037	181279.0475	194785.6887	128643.083	197130.4673	195675.1785	237217.4387	150533.1958	150621.6187	185741.4842	196034.9791	177092.6274	217623.1594	232653.295	146895.0869	170811.405	151749.6391	193882.1363	208206.0492	196257.1822	138125.1071	149020.1186	191730.7931	160438.567	187273.097	240526.3137	155557.3718	162956.829	137851.2494	130030.9415	157663.1732	152746.5012	181647.0656	143020.0767	159808.1933	174026.214	169500.6692	162288.0228	129386.4432	93273.96911	141669.9027	206306.9557	156478.0537	175533.9358	163858.4949	159686.267	153130.1646	189281.1154	237085.9051	188676.2484	142714.6625	191840.0329	160172.83	189599.3275	206412.7092	199663.5171	163756.6873	192273.1985	234452.7833
Q6DN90	305694.7678	837397.4251	933914.6621	507987.9273	435274.6955	568971.6672	671232.5952	782845.5437	621426.3343	649070.5006	650338.4751	651257.8601	908817.2608	578698.849	723254.9408	306662.729	545392.3841	628996.2504	412967.4189	1061018.767	423183.5609	373102.2846	342091.1908	612810.3756	635776.6708	461304.8108	1062636.89	524004.346	655324.6515	457469.0572	272270.2254	795781.0792	797140.384	444021.8253	477831.0849	447388.3647	613929.8314	672096.7943	650062.383	570007.2364	328873.4683	589154.7764	1003759.992	461073.2871	638844.3459	343270.1521	490757.1814	638856.5873	364900.5701	1094864.056	510009.7953	464472.3778	550382.5839	603271.2504	733166.5116	581575.6975	834736.6023	640714.9876	770249.561	666071.6683
Q6DT37	487216.0575	372781.1016	419886.1734	221180.7199	269948.2548	381678.305	351225.0553	368723.2051	386719.4479	373217.0342	340811.1728	326631.09	205680.2709	474115.8015	379831.312	304741.348	359809.9741	289312.583	232341.0127	167158.6341	362140.4576	290956.8818	181440.0936	224544.6867	262175.2625	254645.9215	331877.0183	240345.5473	313581.0411	218383.7723	440415.4795	310028.7939	377291.8234	295872.9095	265413.222	276955.3773	265890.6516	311965.2462	375628.1507	287391.1894	85523.07929	258306.5635	262196.4378	387810.5635	344786.895	324227.1454	334479.0919	255171.0743	278145.3375	248141.3671	330626.395	297502.2456	238336.57	252859.7079	262436.0233	248004.5418	262929.7861	256057.2909	313260.3411	301832.0462
Q6FI81	118934.5875	124693.8515	173284.6552	167536.0946	198322.4089	139944.488	178863.6788	210265.0898	139366.1766	206743.7253	177660.4763	144942.704	137392.7424	186592.3958	173901.539	132551.8773	118728.1622	112784.5294	152344.1173	130734.0987	233517.8357	150383.0413	79021.46254	168442.1791	140667.9742	169969.6781	228585.9574	158427.0192	157683.6179	168320.3545	127228.0097	129528.3497	170053.8424	194665.842	157417.7347	111920.5067	168841.2988	172490.4732	160157.0637	145180.9782	98670.51861	157771.6047	161210.8975	172061.1742	190082.581	146167.6666	136710.9263	124661.6083	180305.265	164039.7444	264094.4614	105048.2533	121859.5999	128938.3762	167482.4504	183990.2688	170485.7477	148130.2287	161789.7156	189070.6853
Q6GMV3	104039.6439	99155.27319	135615.3875	165632.3876	134537.4653	186883.4873	152308.2371	147433.459	135807.5794	152202.5399	183824.5099	141350.094	114585.349	199483.2446	167249.9791	136622.289	131481.7832	113337.3951	179485.8659	167114.5928	190901.3584	176623.2299	132884.5355	179398.1623	142510.1229	154056.6385	230759.1406	148551.6333	174099.1424	131473.4685	102613.9548	110074.3759	129339.3348	136255.8791	158990.3329	147221.7106	99177.28174	95019.52092	129430.5273	127360.2507	78547.87198	104269.3674	120122.222	147946.826	122060.4191	110003.0568	118311.7997	86474.91567	162068.3197	149761.3642	196611.9475	205304.6391	159066.9701	182784.2678	179913.5012	193615.1914	174468.5489	167096.6664	191538.9826	194771.1575
Q6GYQ0	219091.2949	514403.559	620316.856	253259.6847	222795.7962	286390.0561	578114.5407	701278.1273	455431.186	359770.4012	426564.9631	334438.6314	711128.3528	253577.4962	534737.8596	232277.0911	226371.7638	338986.3968	244237.7816	615841.7336	282225.0602	331950.1902	197873.7258	280821.8966	302017.0156	279175.5119	564339.8672	292493.7272	300315.3905	250475.2704	191265.8493	487684.997	596924.3529	249056.7404	257194.3184	277432.9855	421020.5779	407243.8205	440385.8455	259715.4422	139355.9138	249037.5229	704583.625	325912.0896	387897.3604	148439.4142	187685.3317	333386.0631	207870.8515	576581.2482	295111.6843	262639.2422	270867.1039	256078.3288	349887.462	328958.1994	426324.652	302883.5988	306226.5392	312218.2891
Q6IA86	319741.216	415340.1086	376979.86	262902.204	303950.3219	394707.6051	312586.354	271467.0662	233609.6984	297947.3554	280414.9308	244330.5563	218061.0529	313593.258	313622.1692	320612.6118	327159.7822	286829.3607	222550.5112	303304.2865	233916.0916	239429.5535	229690.4082	312182.8006	226448.0618	202729.0452	357747.5649	183158.3269	219809.9845	226831.2546	381322.8417	367553.9511	393103.8854	190058.3446	356840.6218	328435.2128	230562.0653	311370.1804	436536.7333	222589.631	177662.6248	271751.4904	280618.4993	276034.5353	327677.8909	381477.8763	337702.4659	336980.2829	232056.8657	363687.1704	304239.5239	315386.0683	304992.789	347991.4114	299049.9176	282594.6418	296739.5574	242406.7142	346801.5638	387720.5408
Q6IAA8	134130.7699	150182.8392	142650.1268	164509.0327	144872.2717	204614.1519	117598.7485	129813.3913	98977.37757	165085.7544	159401.2012	130787.1058	131674.2041	209558.8488	136109.516	91613.76184	109176.036	74853.991	223012.7604	127788.5969	251654.6042	216354.974	153550.4284	185135.6147	162116.897	189580.8312	219649.0872	153071.428	179627.6127	150674.5329	111489.5379	99123.42513	139324.0904	158092.9212	158954.8374	164425.8896	93660.97088	75181.19646	108641.8855	109272.7608	50271.09669	75853.16561	103380.5446	180318.1773	120931.4661	95745.89398	116306.6655	110018.397	178546.5323	128816.7367	235476.2906	220205.3925	203020.6417	164010.2828	195826.8479	213008.9497	194253.6993	186750.2803	186669.3453	223060.4233
Q6IBS0	317836.5368	346576.8349	380599.6264	303424.8234	252934.7622	324445.02	336842.2897	458789.5512	331802.8309	375069.6119	253097.7241	360796.2435	329944.0473	411653.3151	440084.4438	408852.4749	445001.14	385324.084	206605.9399	357587.277	339068.8187	323220.4554	223126.7893	244052.4344	267982.8915	272676.1116	394273.9769	257794.415	293798.3317	240748.9514	304312.5712	307724.4656	318158.889	281913.9528	306162.9733	252497.151	269097.1058	373393.7606	321443.4807	248333.5182	157470.5246	253149.336	395668.0016	347807.1546	414097.7518	298828.3901	356837.7858	327959.8681	203782.7354	372721.0641	266969.4138	383498.5792	232389.2984	244539.6179	314757.191	321938.5089	331784.3712	301724.0273	319624.2761	300979.2826
Q6ICG6	298444.2585	259384.1823	328557.5136	488750.5209	298415.723	360267.6664	593026.4069	437639.3595	250555.7928	266045.1349	334723.5777	471811.4277	191153.6175	561810.658	372114.2295	370682.0372	298517.6763	296744.4248	538787.772	630889.6791	484702.7524	388893.117	510449.3423	495161.5837	362820.1646	348467.1134	468631.6908	421601.9055	399374.0847	437911.601	356655.7246	274316.713	247460.995	361601.3089	295417.6023	343396.3148	336113.7195	332807.2746	299310.2201	394388.2581	138993.012	283251.4918	239354.2643	373455.1289	411347.3849	419813.59	349017.0804	257750.5342	394092.9329	455899.8036	431599.4298	417785.7299	406659.7768	424009.5845	482761.9232	373739.1031	423199.3551	326865.4152	295640.1168	487214.3005
Q6ICL3	196550.7629	170377.4881	212192.3882	230897.6074	211659.5103	243178.1847	177197.7204	214771.9901	165184.952	194100.3562	227715.6405	173753.2508	158800.0026	259306.0706	251257.5274	167571.6104	194767.2949	242480.9777	184162.2631	220999.8057	207256.9127	188891.0848	155589.8828	152648.8353	161008.5863	177979.4151	290610.7513	152226.748	187941.7221	135318.1361	236834.1246	153961.5449	244344.5577	246578.2958	216547.8223	222587.9785	140719.0571	223184.8344	183395.181	170174.6423	89824.06167	147058.0619	159273.7167	240912.5277	246510.4951	232658.984	237780.6673	134592.7444	176637.3982	276855.8788	251556.6647	187116.9065	223647.195	176083.3276	190545.3779	253362.6128	186532.7511	204399.0377	206814.7166	244237.0954
Q6IQ23	807146.8964	1371948.011	1118291.045	951484.8362	858040.8165	858178.5612	1144729.499	1438890.924	971882.6541	997065.7554	1064579.427	1177771.941	1512038.058	1031123.012	1300763.93	691731.2743	878312.0729	1128698.407	754511.2407	1188140.367	743278.0076	655499.45	559514.3064	697657.0463	1015781.722	846210.2767	1098774.981	839915.4877	953110.6854	683065.1665	705249.5765	1170760.609	1146108.396	936721.5515	876442.8367	729352.2823	920809.4883	1179127.969	912024.3128	831865.5762	537889.9854	850504.2442	1515323.899	847021.6389	1205041.209	770620.3471	962327.7398	1155503.124	718602.9787	1240261.921	798536.8717	824776.809	721137.611	752185.3456	1064803.204	1031258.213	1111327.699	972825.0547	1068492.707	973872.1358
Q6JQN1	123026.0884	139651.3186	187377.766	173510.4494	146747.1942	166588.6414	225366.0332	221784.3988	185044.5443	169607.0611	179676.9576	174461.6746	166503.5498	217774.9118	244188.1542	160381.4999	153802.5832	173296.237	91164.49665	112978.5759	137644.062	115650.6632	124722.9935	120001.8265	146681.1953	155697.9019	176256.3292	158864.287	152198.6545	93297.2724	178368.4287	102178.8581	118920.4523	123098.6263	142284.8914	133938.537	132612.4765	165846.9131	145621.4083	111965.377	68215.01024	135430.3405	146110.8447	103166.9379	202288.4695	133933.1671	112895.444	139893.6876	64710.35593	119336.4165	119733.9205	139260.8442	128665.764	134902.237	148865.4802	64323.07188	98505.43808	134236.4929	138054.2802	142322.2726
Q6KC79	312962.18	417740.0792	468196.865	409708.4308	360829.2453	442113.6259	386725.3816	479331.8544	359406.7028	417674.3376	418201.2721	343827.0556	474101.8144	440201.3876	431862.9365	313015.2583	362125.6116	351765.6976	422102.6007	470256.8848	458871.8792	351826.7668	293153.0524	389227.5734	339208.4345	383935.8392	519556.4545	381934.7722	393827.8265	311728.3055	343682.505	397306.6325	434660.2149	367775.4025	424732.2141	376981.6725	304373.0108	377225.8898	346968.2761	336674.9477	227833.6274	331078.8825	427580.2005	361938.3373	445122.8116	330567.0072	393153.403	370320.3682	359768.4686	451999.9675	438258.0265	478461.452	386402.1586	389876.4298	430899.873	429811.2857	452725.8177	423860.7058	474237.4646	454098.0886
Q6L8Q7	662876.1263	737910.8776	628249.6305	602559.9541	494112.0336	598265.2888	637536.1674	693658.7148	619327.9227	702172.5758	708217.6429	634963.5518	634814.3358	797348.7024	826273.6252	582479.0643	700260.0106	769065.3625	601308.954	829216.7436	610013.6922	555227.7503	429415.8438	617083.7103	621668.0721	587086.835	824680.0963	543572.7322	607346.0625	450986.349	602351.7441	735908.4126	730144.5239	565782.116	618659.0213	557817.1556	485744.0074	559329.493	697264.4809	517521.3872	353344.062	525785.2208	842749.573	678779.2478	825032.9828	620746.463	696411.5223	787584.0344	554727.8253	866792.5685	636678.8662	587013.026	553431.9343	589257.4287	703832.6784	659013.6472	805726.3831	632259.4817	704466.3639	698071.8013
