Protein	P1Na	P2Na	P3Na	P4Na	P5Na	P6Na	P7Na	P8Na	P9Na	P10Na	P11Na	P1Ta	P2Ta	P3Ta	P4Ta	P5Ta	P6Ta	P7Ta	P8Ta	P9Ta	P10Ta	P11Ta	P12Na	P13Na	P14Na	P15Na	P16Na	P17Na	P18Na	P19Na	P12Ta	P13Ta	P14Ta	P15Ta	P16Ta	P17Ta	P18Ta	P19Ta	P1Nb	P2Nb	P3Nb	P4Nb	P5Nb	P6Nb	P7Nb	P8Nb	P9Nb	P10Nb	P11Nb	P1Tb	P2Tb	P3Tb	P4Tb	P5Tb	P6Tb	P7Tb	P8Tb	P9Tb	P10Tb	P11Tb	P12Nb	P13Nb	P14Nb	P15Nb	P16Nb	P17Nb	P18Nb	P19Nb	P12Tb	P13Tb	P14Tb	P15Tb	P16Tb	P17Tb	P18Tb	P19Tb
P48047	171537	54712	143014	159486	215756	87883	249584	193293	160070	20777	239901	297761	99936	135294	86454	81476	56776	177407	101643	137253	15940	200636	213987	26843	244166	128095	170364	178788	243855	229932	239858	165269	405295	139718	103113	114143	173596	65270	158379	50780	137646	146378	204590	90535	233730	201560	159946	18515	235170	283779	96019	123878	91051	70496	56103	173693	92563	123739	16229	181330	197572	30740	242407	129357	166430	176161	233604	222579	234333	151197	397205	140033	97334	112844	165454	59881
P48147	89457	165709	119532	90908	143579	91732	106264	71326	78200	187998	94516	376519	66825	662102	134475	43161	44597	114673	82657	1	427375	170206	79026	413418	61664	115934	87971	73197	76122	62563	192045	126609	118724	187076	66060	180275	92174	74725	74225	153608	119476	84742	127930	85009	100875	72479	69435	183679	87449	401552	613481	85588	136333	40521	39417	104585	72767	1	352316	157948	73090	360839	1	114954	80350	69983	67452	58419	186097	120695	114269	176227	61319	176452	85861	70244
P48163	3324	4640	3715	1	5402	3091	9401	2989	3687	1	4484	1	1	2659	1	3513	1	2786	3069	1	1	1	2710	1	2684	2502	4441	1	2300	12921	5014	3968	3375	5069	10969	16102	1	3607	2661	7204	3069	2687	4225	3218	7832	3093	3507	1	4384	1	1	3252	1	3330	1	1	2325	1	1	1	2864	1	2918	2122	3043	2661	1	8272	5406	5605	3836	4658	10758	12871	1	5207
P48378	1	1	1	808784	1	1	684721	1	1	294096	1	1	1	1	1	1	1	1	1	1	1	1	1	1	888359	1	1	1	1	1	1	512907	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	153866	549068	364497	258411	857760	1	1	1	1	856972	1	539078	1	1	1	1	1	1
P48382	1	1	1	1	1	1	1	41721	1	57912	162747	1	1	1	1	1	1	1	1	1	74831	1	1	138284	97123	1	40246	1	1	21969	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	58553	1	159678	182654	149554	1	130541	1	1	1	1	71192	1	1	1	1	1	1	1	1	1	1	1	1	1	39970	1	1	1
P48426	1	1034	1	1	1	1	1	1	1	1	1	1423	1	1	1	1	390	1	545	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	441	1	1	1	1	1	207	1	1	1	1	1	1	1	1421	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
P48444	8393	23991	30778	24532	31337	20577	29542	23150	25134	3928	15504	37205	1	16932	36377	23740	13002	40793	32997	30593	5999	32573	8998	1	21339	21715	17117	7163	19198	25797	42556	45171	72978	41971	48196	28664	43599	20443	20689	21616	28617	8169	28672	8430	30023	25944	25359	3800	25288	34964	1	18787	36029	25114	8632	39316	31472	25875	1	31000	1	9420	21001	21184	19018	11303	17034	21714	41837	42643	65834	40647	45564	25893	40568	18528
P48449	14739	1	13132	14637	19053	1	26383	20956	16859	1	1	1	1	1	1	1	1	44425	16705	1	1	1	6526	1	1	1	1	1	5288	1	1	1	28174	1	1	1	1	1	8960	1	1	1	7854	1	8029	18698	7605	1	5800	1	1	1	1	1	1	41251	1	1	1	1	5932	1	1	1	1	1	1	1	1	5214	25548	1	1	1	1	1
P48506	10297	1703	10139	9292	11480	6779	10167	15463	16153	3160	11032	6778	1601	4123	1731	1700	3844	7753	4762	11575	1	28736	6340	1	8678	3549	6669	8824	7033	8773	7570	33386	3688	6421	7395	5187	8089	7595	8341	1375	9495	7833	9392	6549	9469	14329	12923	1	11355	7527	2139	6670	4453	7700	1856	8244	6159	9574	1	27223	6082	1	8452	6284	6311	7131	5565	8803	9093	29246	3273	6502	7287	2682	9108	6417
P48507	1	1	1	3610	1	1	4967	1	5213	1	1	1	1	1	1	95656	1	8115	1	1	207145	7683	1	243862	1	4598	1	1	1	4783	12661	11172	6218	7245	15843	1	1	4339	1	1	1	1	4473	1	1	1	1	158378	1	1	1	1	1	100500	1	7604	1	1	184977	7070	1	225154	1	1	1	1	1	1	12176	11353	5884	7611	16025	1	3695	4336
P48637	38302	26883	31012	41237	39946	23753	43388	45912	41204	1	51173	30217	22579	16230	28442	16022	12325	88560	31677	39541	5941	50806	40815	8925	40678	19621	33399	33786	38372	33932	46938	38342	40361	30715	37482	29555	21370	17853	35188	22640	31914	38868	35470	22805	40553	46424	38869	5708	45835	28525	22278	16192	27532	14626	11849	87333	31412	38328	5199	51826	39461	8569	41019	18743	31598	32352	36578	34605	47786	38765	40864	28656	38597	26871	22276	18335
P48643	12671	11220	13794	14337	14692	6495	16190	14738	14292	1	16700	43243	3895	8606	13703	16789	7015	11077	17984	11733	13304	11459	12761	1	14189	7222	11120	10409	9578	11480	24165	14823	37259	16114	16142	16641	36795	5384	11011	10805	11919	10823	12226	6812	14275	12200	11871	8424	14391	52526	2661	7763	12561	13890	7060	10374	15484	11380	10434	11075	11323	11464	13912	6463	8037	8863	10287	10840	20799	12894	41518	14281	14212	13640	33582	5035
P48681	1	4102	1	1	1	1	1	382824	1	374162	1	351985	354849	363224	7923	376975	1	1	2763	1	362889	1	332094	368508	1	390376	354662	1	364024	1	3437	1	3052	9611	1	4205	1	1	1	1	1	418241	1	1	1	1	1	358448	1	363360	356977	381556	8078	4874	1	1	1	358995	351187	1	338138	345145	1	366266	330518	1	1	350920	2971	2016	3184	8161	294915	242347	1	1
P48735	325999	48128	382792	194713	192266	206314	338003	274596	212044	1	244555	146129	83814	78421	180302	70367	59288	267279	172787	100574	1	59579	200575	1	191004	135771	137934	256561	271287	271617	188933	236102	626351	137652	244511	135734	62255	94095	284390	41726	342871	164898	183069	170110	310415	265678	199587	1	241556	141325	83927	74469	178039	65188	54592	248341	149980	83415	1	57303	183969	3167	176697	132979	129976	226025	254508	239728	179387	215011	620950	116126	229752	120197	56481	83436
P48960	1	19963	1	1	3333	1	1	1	1	1	1	1	2943	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2224	1	5444	1	1	1	16446	1	1	3048	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4852	1	1267
P49006	802	3216	1	1	2088	1238	1111	1186	1395	829	957	3987	1	1	3523	5547	2012	1	2827	1	1936	1	699	1958	1034	956	1	1	1010	1	1597	1647	2007	2653	2007	984	5451	673	1	2470	1265	1083	1700	1161	1	1215	1569	855	1238	3091	1161	439	3427	3992	1421	774	3070	1	1108	1	1	1702	804	699	1	1	1	565	1082	1083	1602	1987	1676	801	4603	1
P49189	67570	22392	57283	52427	49073	32199	73816	65317	74380	9411	68934	30797	19731	21216	17370	6458	19630	43824	23614	43748	1	37051	47805	11052	54274	27483	41671	56762	44448	59691	45579	41877	40788	22699	45541	29909	31643	24400	58652	18822	55068	50737	46474	32232	69789	70561	70677	7606	70472	27436	5797	20932	18697	11918	20918	39181	23849	40062	1	33347	49114	9279	52884	27134	38983	50342	44024	55664	44647	40383	35530	22896	43513	30134	29812	23816
P49207	21276	15391	28784	22883	26376	13559	22942	23145	18453	4965	24686	38846	9065	6940	26606	10268	8818	22436	30752	20220	9256	24180	15624	9405	17372	14315	17376	14392	14654	16511	34069	40453	41557	24846	25541	19505	51505	17160	20346	13879	26958	19406	25270	12245	19949	22266	15826	4997	23153	38196	8936	7338	25048	10270	4941	21345	27409	18400	6694	21507	14883	5713	15385	12583	14712	11755	11579	15997	30387	40593	38483	24015	24596	18096	46265	13218
P49257	42087	27021	50215	51046	53951	27375	39394	40017	51643	11035	36663	70477	53648	1	17867	55521	188992	33167	23174	24355	1	27917	21024	1	29791	18536	25081	20912	27462	23229	36103	13975	63648	34390	23046	22816	22467	4486	39800	25048	44755	47096	47154	25342	38971	42195	45287	3813	36646	6414	58617	12379	17980	2963	176634	33013	21721	22045	1	28770	21013	1	27597	18176	25484	24006	28456	22312	35488	15009	57440	36852	24536	20267	23753	10103
P49321	3271	11061	11584	12531	4970	5990	1	11046	12795	1	3267	16617	3889	5377	16589	12812	29748	14514	18800	13533	1	4774	5923	1	3021	7862	6437	5360	9502	3401	22806	16513	24946	15485	42603	10298	23745	6879	1	8931	3657	3652	3992	1	3294	3065	3881	1	4356	16156	5987	7215	16104	11810	25234	15062	19294	12305	1	7423	6070	1	8959	1983	6184	6493	9714	3141	23302	15279	25090	13534	38731	10877	22923	5928
P49326	10984	1	17436	20821	14942	1	19068	10576	13801	48148	9033	1	1	1	1	1	1	6871	7268	15114	73177	5237	7960	50947	10267	1	8540	6055	8615	5881	8723	16509	1	4050	1	4486	8945	10837	10453	1	15209	12671	12930	4592	11910	10465	14273	40988	8365	1	1	1	1	1	1	7064	5977	6265	58190	4900	16989	50972	10043	1	17283	5776	8653	5467	8714	28815	1	1	1	4280	7569	9646
P49327	156450	315941	33839	143213	274558	218942	204341	171402	349295	13120	285683	116120	219326	5767	112570	41927	218779	55460	191051	332659	8386	99364	132059	6766	198980	114854	174780	256252	274099	175083	136140	97638	224839	154596	88024	121586	156214	91344	141626	304627	293925	131674	244984	207467	200480	157377	318084	12713	270038	106953	208173	5609	114773	37744	205925	92451	173128	317706	8102	95743	122626	1	190393	121495	162376	254474	255291	160395	126961	87404	214161	145409	81778	124596	140674	85570
P49368	187625	382840	33367	31490	31388	18622	188437	227095	297151	41085	34601	490030	247220	96535	417709	209316	221428	33064	44801	277023	124032	190156	200606	107165	250987	210427	231424	194092	21265	23332	52743	40979	88284	40922	54517	452963	473439	15111	209847	23913	319945	27541	374578	197837	34415	212160	28228	37448	353076	552507	252823	13795	419336	22885	220594	289413	42322	29448	113156	183767	20385	64639	27370	15650	222205	193132	20336	21572	302609	38489	519761	37782	52392	473024	76616	14034
P49406	1	1	1	1	1	3177	3923	1	1	1	1	1	1	1	1	1	1	8903	5570	1	1	11448	4155	1	1	1	1	1	1	1	8005	8724	8260	6594	11673	1	15821	3352	1	1	3902	1	1	1	1	1	1	1	1	6853	1	1	1	1	1	7958	4722	1	1	10876	1	1	1	1	1	1	1	1	7807	7755	8984	5900	10962	1	14070	2942
P49411	71657	27109	70371	73179	73502	44308	83701	75278	72469	1	76228	19678	9060	27470	35436	18853	16694	82865	90335	73461	1	91672	52856	12123	65090	38648	51965	48994	60831	69374	128220	75167	77110	87943	35629	44267	266263	55426	63877	23146	58560	60622	63610	43467	82031	77145	69770	1	72522	18976	8077	27602	34300	18953	15583	83977	78479	65210	1	84599	53000	9782	60725	37235	52604	47386	57215	65460	126309	68271	74491	77968	32455	42593	251130	51731
P49419	118172	19334	74404	94293	76961	47591	101402	104574	128280	9115	119841	13669	25430	38104	35090	12889	6945	121005	64705	77100	1	66764	89726	16594	90609	55504	76625	68640	91887	102141	114593	37588	52185	29855	45175	45180	56658	21059	110148	9742	68975	84989	71486	47326	102158	101721	125296	14473	115792	12775	23261	34710	33482	13683	8078	115707	60430	74078	1	66724	90493	16782	90761	51934	74522	65136	88370	101296	105549	15938	50492	30000	42280	43467	51787	18429
P49458	12075	11355	15635	13472	19172	5049	5330	3972	13790	8996	10196	40693	13646	23237	36197	24984	16781	35292	30677	14233	1	19950	7986	1	1	16122	7162	1	12822	4741	32447	26420	58082	22917	36490	15886	40516	12518	1	15450	14320	12007	10707	12213	4096	8112	1	1	1	37240	14363	22354	34882	23583	13626	30400	27319	8670	1	21441	1	1	1	15041	4094	1	8210	1	34253	23740	54903	23198	31374	16200	37507	13320
P49588	11083	12270	16281	12623	15077	8834	14252	15397	17290	1	16022	31034	7875	20120	16288	19263	10724	19155	14256	14764	8622	15874	11187	1	12674	7824	10392	10070	9704	13566	21268	17300	14242	11960	21392	11074	14221	10053	9110	9288	13249	10504	14039	8107	13698	15939	14987	4061	14893	27254	5480	18612	15818	17980	10431	16149	14136	12261	1	13621	9926	1	12038	7446	10109	7171	10701	11485	19361	15422	13832	10387	20900	7836	12909	7933
P49590	210533	1	1	1	1	1	193937	1	1	173275	1	1	1	147042	1	1	140963	156875	1	1	139523	1	124201	140274	1	1	1	1	1	133632	1	1	1	1	1	1	1	1	195176	1	1	1	1	1	1	185251	1	181081	1	158047	1	136588	1	1	1	1	1	1	125439	1	1	136199	1	133614	134318	1	1	1	1	1	1	1	104754	1	1	117012
P49591	16157	17210	24283	18326	22605	13752	16511	21786	18844	3763	22113	14138	2659	4791	15913	2966	3633	29362	18464	20321	5920	14861	13350	5026	7737	4717	11744	11546	12117	13874	35472	31096	50942	19268	38634	14312	15827	22667	9785	13214	22415	9370	19138	13097	9066	18335	22497	3300	19224	6944	2168	6489	13343	2171	2789	25329	16475	16229	3663	14401	11442	3944	12712	8633	9605	9543	9786	11755	33455	27460	43195	18635	38869	12701	14744	17783
P49593	1	4895	4094	3295	1	3249	1	3453	1	1	1	1	1	1	4451	1	1	1	1	1	1	1	2657	1	1	1	2225	1	1	1	1	6366	7691	5306	5298	5026	5665	2529	2788	5385	1	1	1	3588	4122	1	1	1	1	1	1	1	4409	1	1	1	1	1	1	1	2195	1	1	1	1	1	1	1	1	7124	7096	1	5564	5205	1	2558
P49720	7829	5410	22509	17983	9065	12670	19204	23478	23706	1	24641	14860	10363	10688	14946	10097	7584	20516	20845	19730	1	20142	5953	1	16151	11181	14143	17233	16190	16676	23415	25710	33268	19072	20132	17481	25424	14831	14559	5621	8089	16471	16183	11861	10134	24214	22401	1372	22674	15657	8505	10542	15789	9404	7195	18946	19515	16151	1	22684	4798	1	15120	12353	13501	15414	6239	17627	22495	21606	27736	20531	19072	18102	25131	14246
P49721	21350	10348	23390	20529	18944	9275	24421	25903	23174	1	19426	1	1	1	10540	3390	1	18582	16578	18193	1	22253	17148	1	21244	5850	15381	17372	18118	15909	24430	39727	29227	6947	14918	13737	24297	17831	19558	8165	21265	17364	18353	8301	22389	26978	22048	1	18855	1	1	3671	10198	1	1	18338	14286	16760	1	22364	15351	1	18975	4334	14127	16593	16260	14364	23461	34739	28397	5396	14085	12094	23025	14018
P49736	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7596	3973	4127	6569	6130	1	1	1	1	1	1	1	1	1	1	1	6268	6623	17895	7915	13211	1	15532	4410	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6768	3330	3902	6473	6155	1	1	1	1	1	1	1	1	1	1	1	1	7166	19573	8517	13046	1	16602	1
P49748	91822	29207	75880	98008	104094	46781	108757	93207	92940	24686	123916	30115	26291	8297	31925	17430	7536	92603	64064	60518	12894	28095	63941	8421	90674	48161	63301	76868	77758	69304	129530	43279	29771	53774	44963	41968	35738	72897	77287	27824	74275	92068	96515	44667	99920	93629	82526	21609	115451	32025	21215	7823	31302	6820	6159	90017	55857	55098	5078	27686	59007	12906	84397	44363	62707	69244	75088	70610	129983	42263	58180	54092	48083	38300	39264	66400
P49755	26993	26366	37075	29643	41612	24306	33265	30123	34097	1	26108	40221	1	14427	18678	4513	3329	39778	28638	29301	1	29440	5971	1	8177	17168	7218	5920	6904	7416	48062	48098	62689	35814	33287	36035	52658	26366	25818	22578	33242	26579	35732	22251	29618	27497	29803	1	25839	38594	1	4768	22200	120430	1	38803	27577	24368	1	30735	6200	4612	18273	15688	7694	5592	7489	6120	49519	46152	65327	34686	29100	31618	43063	20303
P49756	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2634	1	1	3733	4639	1	1	1	1	1	1	1	1	1	1	1	1	4178	6510	2221	1	1	8232	2272	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2247	1	1	3916	3707	2297	1	1	1	1	1	1	1	1	1	1	3689	3631	5154	2166	1	1	7793	1
P49770	1	1	1	1	2012	1	1	2115	1	54297	1	1	1	1	1	1	1	2778	1	1	120454	1	1	1	1	1	1	1	1	104552	1754	4117	1	1	3140	1	3096	1	1	1	1932	1	1	1	1	1	1	1	1	1	123632	181729	1	1	1	140415	1	1	160819	1	1	94039	1	127044	1	1	1	113448	1	3322	3734	1	2944	1	2062	1
P49773	71396	20580	58019	70367	67998	42582	85743	88705	80729	13563	73186	83635	37696	62788	82043	44956	26018	78319	63881	92262	9880	82434	48999	15339	60723	43116	45625	44229	56031	67304	92103	141808	148052	68715	89421	54141	137475	35031	64570	17024	53279	60571	58420	43436	75002	83138	78242	12372	78851	76325	36786	60056	82543	41543	25303	72665	62395	82363	9068	82809	46022	15143	59944	39262	45829	36062	54745	68950	82535	134219	138104	67119	89959	42541	134311	34580
P49789	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8527	8229	1	1	1	34152	1	1	8610	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5392	1	1	1	1	1	1	1	1	1	7441	7909	1	4592	1	33790	1
P49821	14992	3951	12116	20718	18262	8522	27453	18407	18970	1	19302	3021	1	1	8575	1	1	1833	12682	12436	1	19416	12283	1	15320	11067	13633	10169	15001	15460	22427	15632	12491	13290	10933	10940	9161	8570	14705	3374	12451	17665	17665	8082	25260	16275	14588	2958	18358	2557	1	1	5850	2297	1	2120	12354	10381	1	18991	12038	1	11382	11015	13365	14076	13542	15325	19971	14358	10897	11198	9454	11154	10277	5710
P49913	1	2759	1	1	1	2703	1	1	1	13429	1	1	1	1	2011	1	4402	1	1	1	18042	1	1	19625	1	2447	1	1	982	1	1	1	1	4584	2090	1	1	1	1	2192	1	1	1	2547	1	1	1	11623	1	1	1	1	1833	1	4528	1	1	1	18076	1	1	19427	1	2602	1	1	1	1	1	906	1	3963	1	1	1	1
P49914	1	1	6739	1	4985	1	7881	6901	11520	1	9493	1	1	1	1	1	1	9537	6019	7120	1	6886	7560	1	1	1	1	1	1	6340	1	3926	6067	1	1	1	7943	6192	3830	1	6170	1	5554	1	7967	7550	9529	1	9352	1	1	1	1	1	1	1	6278	6753	1	6989	1	1	6416	1	1	1	1	6599	5967	3782	1	1	1	1	8217	6600
P49915	1	126610	1	1	1	81831	1	1	17988	56015	1	1	24316	1	1	43780	72534	1	28724	1	41183	1	1	82622	1	49924	1	1	1	1	1	1	13435	1	1	76759	1	1	1	126017	1	1	33457	1	1	1	18676	1	1	1	21069	1	1	1	37308	1	1	1	39775	1	1	41246	1	53321	1	1	1	1	1	1	14824	1	1	73363	1	14204
P49959	1	245612	1	1	234070	1	1	163882	207355	197148	183656	1	157784	150600	199802	169188	146207	156422	149495	1	159746	1	1	127717	1	115248	103503	1	1	1	2790	1839	4431	1	1	1	6923	115812	194386	1	226432	129771	218414	224903	1	179087	189628	185147	1	144569	1	143505	184026	169848	151304	151624	142032	1	140037	122123	1	119188	1	114762	1	116167	1	1	1	1	4309	1	91460	1	6534	103650
P50053	67875	1	57802	73917	66478	29563	107129	66063	121154	10724	101279	22805	1	18229	39352	1	1	57353	25070	73668	1	45854	52041	1	80665	18057	45073	59625	55700	77960	20810	15735	72122	10359	28335	9989	35544	20082	62358	1	53308	62500	61328	27957	93474	71447	107941	9670	97699	21652	1	18542	36213	1	1	54169	20930	63350	1	46007	47146	1	80577	17950	47278	52943	49916	77830	17932	13419	71639	8241	28153	1	33760	19331
P50135	31509	6641	21634	25562	26019	19998	29070	27898	39591	5893	24238	5669	4554	7767	6570	4011	1	24348	21732	20264	1	36387	13440	4873	19528	16692	16860	17757	16602	15082	15980	22151	22381	17765	4375	13069	26605	13505	25823	7396	23116	21737	23370	20275	28481	27547	34086	10956	22445	5194	5193	7893	5839	4498	1982	22383	20312	17661	1	35555	11913	4409	19193	18922	16049	16396	19302	14967	7008	22850	21647	17081	5335	19028	24915	12782
P50213	6113	6957	8528	7960	8850	1	8221	7014	1	94077	7621	12577	1	6116	7916	5818	1	8134	7904	10034	34539	34534	8930	90566	9404	7989	7729	5474	9864	7942	16732	10184	19722	6804	17675	10423	6576	5438	5851	7556	8452	7495	8830	5678	7448	6995	6788	82907	7874	13019	1	1	7830	1	1	8465	7116	10705	32091	4957	9864	66711	9068	8091	7646	1	10479	7252	15425	11352	17419	6570	16305	8390	6626	4464
P50224	5519	1	5859	1	3665	3100	7367	4008	1	1	6523	1	1	8961	3431	6263	7516	14829	13159	4027	1	9718	1	1	1	1	1	1	1	1	5327	14111	1	1	3791	3721	6259	5179	4771	1	1	1	1	1	6516	4312	1	1	5848	1	1	7654	1	6458	6689	11829	12135	1	1	8880	1	1	1	1	1	1	1	3333	4493	13065	1	1	3781	1	6306	4614
P50225	50252	5115	27332	27320	32366	17575	42465	89053	47286	11678	48276	1	1	6601	4391	1	1	9752	31683	30690	1	14385	61401	11504	72585	49061	26916	44511	48269	35438	39464	20025	28357	37202	1	25833	8514	17154	47011	1	23227	24961	30145	15215	41328	87552	43144	1	45280	1	1	6082	1	3537	1	12658	27055	29060	1	14902	57605	1	66080	45719	26947	42611	45192	34719	37135	19331	23675	32529	1	15850	8022	14184
P50281	73686	1	399580	73214	160919	178954	73064	1	231570	1	188917	86430	239996	1	61441	22835	221520	1	73563	237641	1	1	59778	1	110815	97776	113550	168868	242004	55028	67650	1	145937	100125	1	104187	1	53053	1	279894	387220	1	182236	170822	1	64671	228566	18626	104382	81073	240851	1	62308	31247	200447	1	104602	221224	15042	1	1	1	96526	91906	100173	166449	211213	80078	1	1	119304	101863	1	1	68529	46438
P50336	1	1	1	2373	1	1	2580	2664	1812	1	1	1	1	1	1	1	1	6896	2843	1	1	4457	1	1	1	1	1	1	1	1	4926	6327	4736	1	4716	1	5249	1910	2048	1	1	1	1	1	1	1	2425	1	2505	1	1	1	1	1	1	5099	2583	1	1	4052	1	1	1	1	1	1	1	1	5092	4821	4433	1	4842	1	4868	1269
P50395	72638	56353	84325	75001	80855	58757	79528	76624	45028	12534	78659	89765	31117	38688	67473	39901	45292	73249	87320	19547	17905	43908	22442	23689	29477	43118	47133	44329	21807	58292	71924	153275	140151	68383	76376	61264	128189	60186	65031	51814	84613	34539	71303	56315	83645	80663	42729	11355	67551	87676	29650	35088	71808	36247	41018	69614	87521	16371	16448	73119	22661	21358	26804	43406	21863	44620	19771	23316	63139	143855	132362	66386	76549	56667	127754	56608
P50402	1703	6121	2448	1832	3038	1	1987	1600	2163	1	2658	2759	1	1	3319	1	1	4500	1911	4705	1	1778	1	2736	1549	1650	1699	1	1573	1109	3553	4735	3295	2371	6612	4019	1343	2761	1525	5377	2189	1802	2886	1446	1474	1343	2418	1	2239	2167	1	778	2756	1	1	3886	1731	3708	1	1677	904	2011	1085	1470	1368	1	1136	1	1	4371	2347	2296	5632	2937	1	2421
P50416	3302	1166	5072	3561	2844	2552	4439	2736	3354	1808	3815	7315	1	1	1530	1	1	2303	2509	1	1	1270	1345	1	2325	2504	3119	2322	1834	1786	8648	5486	8210	3150	4333	3457	4511	1525	3093	1	3976	3381	1943	2301	4332	2791	3104	1	3537	6927	1	1	1	1	1	2945	2250	776	1	1191	1	1	2252	1962	2452	1759	2379	2143	7563	3862	6998	3280	3350	2688	3820	1502
P50440	93096	1	139834	83218	166330	88470	153612	161682	164556	1	172800	75334	1	54468	17807	1	1	25164	40913	172694	1	117938	91092	1	140387	49060	69099	109634	83949	158562	199177	35858	81266	44722	59288	39191	34009	69300	81573	1	130713	73621	148170	86927	143557	156396	156919	1	160781	65467	1	53456	26373	1	1	33467	35736	154571	1	116363	84800	1	131480	46940	62376	102700	76600	149811	191162	35322	73565	43178	56492	38238	14515	70378
P50454	5538	49851	56865	7894	10748	8895	7202	6337	7237	18954	6793	124864	48131	33937	153356	64586	26044	12229	62658	1	52156	4639	4514	43537	6587	37762	7750	5459	7769	5515	79289	17572	127956	97017	40141	56423	85198	19111	5044	46773	47632	8462	39159	28675	7287	5327	5486	19288	7159	118568	45289	30687	152138	58012	24688	12112	58438	5438	42737	4016	4740	39654	8135	13589	7539	4994	7503	5202	45515	15843	119391	97102	35191	47384	73328	6458
P50552	3333	17635	18523	2847	12540	5943	3463	3847	15626	2913	12908	14945	16022	3171	5824	6734	10156	4257	8685	14040	6105	2765	1	7885	8606	10015	9406	2996	18429	5502	6057	7361	12278	15349	11635	12253	6792	3939	6400	14981	18542	5958	3563	6278	3128	6344	12180	2583	2739	9678	13331	2918	5540	6314	6921	3717	9301	10749	6775	1	4017	6631	7797	8272	6688	12577	12994	7601	6229	9531	6000	13157	10836	10145	4773	3462
P50570	906	1910	1808	726	2429	1	1787	934	1884	1	1398	8302	1	1	1290	519	442	676	2197	1450	25904	1	701	25584	905	363	1	1	1061	931	2763	3404	6334	2013	1988	1737	4433	906	1	960	1455	1113	1447	1	1787	1112	1783	7575	1397	1	1	1	1709	1	493	857	1730	4038	27267	1087	724	20755	751	390	1	621	958	1	2198	3150	4825	985	1837	1607	3052	441
P50895	1	2479	2861	1525	2835	1	1912	1	1	1	1	15104	1	1	13989	1	1	17957	21875	1	1	1	1	1	1	1	1	1	1	1	3175	1500	3475	2271	1	2478	29245	1	1	1	9794	1	1	801	1	1	1	1	1	1	1	1	2527	1	1	4198	20172	1	1	1	1	1	1	1	1	1	1	1	2711	1452	3528	1807	1	2243	29730	1
P50897	2324	4073	2991	3022	4335	1	6083	2352	3333	1	3198	7314	3149	3204	3737	7230	2503	2920	5591	3097	1	3740	1918	1	3582	2250	2941	3747	2458	2226	5510	2222	4197	3786	1	5592	6773	3221	1659	3868	1	2506	3768	1	5542	2558	2297	1	3637	5850	2893	2687	3821	5920	2947	2708	5126	2610	1	2637	1763	1	3460	2018	2178	2943	2145	2123	5182	2142	3488	1	2019	5390	5847	2116
P50914	42119	35423	49858	44814	61966	21395	67791	48027	56377	1	52804	52157	13187	13047	43214	10805	11611	41608	71343	43890	1	42121	39377	11909	41932	27784	34802	29945	38524	41536	73482	81382	86601	62635	55970	50510	118442	68856	41547	31884	47251	42210	56750	18727	64996	49925	54859	1	52398	47831	12068	14928	45885	15589	9707	39388	70854	39197	1	40014	36272	10691	38013	27229	32272	29171	39809	40942	71948	74677	83951	56776	52498	45369	117373	66918
P50990	45494	36355	49869	44898	48658	28538	55008	44597	44620	7134	41052	27901	4313	16254	32308	19930	17043	41429	45658	34332	23152	39272	28780	17387	35521	22024	26365	27487	27865	28677	57207	60181	99104	45406	49199	38762	106236	24640	39506	33387	47843	40272	43760	26719	51787	43686	41894	1	40019	28265	4411	8519	30927	18571	11864	38788	44859	28380	17750	36336	28725	12075	36402	22225	25091	25411	27074	28064	54727	53535	100092	39919	48347	36715	98182	20547
